0.5056778 0 0 0 0.4316182 0 0 0.3561812 0 0.401648
0.4496273 0 0 0 0.388112 0 0 0.2787982 0 0.3925407
0.5272791 0 0 0 0.3803341 0 0 0.2431978 0 0.4435998
0.4569057 0 0 0 0.4022951 0 0 0.3019128 0 0.412804
0.5254718 0 0 0 0.3807541 0 0 0.2968271 0 0.4428197
0.5073632 0 0 0 0.3896167 0 0 0.2823281 0 0.5314503
0.6105018 0 0 0 0.4287121 0 0 0.2576246 0 0.4237377
0.5027907 0 0 0 0.3975139 0 0 0.3266442 0 0.5046411
0.5560481 0 0 0 0.3780032 0 0 0.3012822 0 0.4550472
0.5735213 0 0 0 0.4241286 0 0 0.2929306 0 0.3592295
0.6523543 0 0 0 0.4134775 0 0 0.3306985 0 0.4103046
0.635753 0 0 0 0.4398984 0 0 0.266815 0 0.4746415
0.6114309 0 0 0 0.3738814 0 0 0.3062253 0 0.4775701
0.5925236 0 0 0 0.3462598 0 0 0.3709573 0 0.5258934
0.6160789 0 0 0 0.3370966 0 0 0.3379455 0 0.3931101
0.5858657 0 0 0 0.4085675 0 0 0.3030041 0 0.3880696
0.5830714 0 0 0 0.3705652 0 0 0.3542062 0 0.4620541
0.5802301 0 0 0 0.4655103 0 0 0.3094296 0 0.5093652
0.6136027 0 0 0 0.4142841 0 0 0.3007251 0 0.4900553
0.6246887 0 0 0 0.4154529 0 0 0.3277777 0 0.4866804
0.5759496 0 0 0 0.4044045 0 0 0.3303234 0 0.4930603
0.5823083 0 0 0 0.4287816 0 0 0.2935515 0 0.4671366
0.4736115 0 0 0 0.4219585 0 0 0.2734582 0 0.4854567
0.560607 0 0 0 0.408064 0 0 0.3225684 0 0.4827369
0.6003652 0 0 0 0.4533964 0 0 0.5677837 0 0.5649872
0.5676113 0 0 0 0.4738024 0 0 0.4484053 0 0.5401389
0.5540448 0 0 0 0.4632793 0 0 0.4891333 0 0.5696912
0.4917627 0 0 0 0.4188745 0 0 0.4502017 0 0.5256255
0.546032 0 0 0 0.4493303 0 0 0.3933427 0 0.6388244
0.5110229 0 0 0 0.4429551 0 0 0.4444356 0 0.6028358
0.5197019 0 0 0 0.4940197 0 0 0.4295646 0 0.5379497
0.5412727 0 0 0 0.439258 0 0 0.4452593 0 0.6288706
0.5798275 0 0 0 0.4238709 0 0 0.4041982 0 0.601051
0.6297676 0 0 0 0.4021192 0 0 0.4368902 0 0.4733285
0.6452366 0 0.5347072
0.5362003 0 0.5390859
0.5831042 0 0.5589175
0.5404284 0 0.5718609
0.5625468 0 0.5620479
0.5993477 0 0.5987623
0.5467096 0 0.639954
0.5398178 0 0.6027296
0.6251127 0 0.5936185
0.5055618 0 0.5697736
0.6378091 0.175576 0.6169252
0.669154 0.1183951 0.7119084
0.6670788 0.1381897 0.5860785
0.6592274 0.1763342 0.6027566
0.5871827 0.08286118 0.5346172
0.6866874 0.09463375 0.5341325
0.6398531 0.09829094 0.6175263
0.6630516 0.1338962 0.6672472
0.5568969 0.0708458 0.5929577
0.683764 0.1166853 0.624543
0.4837728 0.04947563 -0.08706781 0.03686933 0.5626794 0.3147665 0.2023364 0.5935134 0.1238347 0.5415508
0.505232 0.04967664 -0.1402654 0.003028715 0.6176765 0.3208148 0.2267299 0.6457167 0.1479134 0.6137343
0.4955291 0.1084596 -0.0882212 0.09115253 0.5524693 0.3663241 0.205364 0.7284142 0.1434776 0.6187824
0.5090348 0.08300189 -0.138743 0.05049541 0.612371 0.3851 0.1870039 0.7601725 0.1678014 0.5672846
0.5390891 0.1260548 -0.1009516 0.06836781 0.5643297 0.2873839 0.1655992 0.6409497 0.1387528 0.6201436
0.5593176 0.1178952 -0.09898203 0.06757288 0.5012709 0.2461808 0.1558829 0.5719523 0.1014638 0.6056211
0.5621094 0.1172033 -0.04573572 0.1000916 0.5395945 0.2535052 0.1315472 0.5918115 0.07761892 0.5546142
0.6258542 0.1427813 -0.07453305 0.06570704 0.5786138 0.2685281 0.2080306 0.5817052 0.1100005 0.6150564
0.4594923 0.1453403 -0.03583395 0.0942767 0.5699801 0.3026203 0.1980994 0.5288343 0.138272 0.5710286
0.5997302 0.098195 -0.09005199 0.1037929 0.5919828 0.3169608 0.166809 0.5848515 0.09616106 0.5846873
0.5429591 0.02297056 -0.1260674 0.002517902 0.6406538 0.3285787 0.1651028 0.5487086 0.1139083 0.6129522
0.6127699 0.01488643 -0.1774757 0.0366866 0.5814976 0.3570058 0.1960639 0.6756211 0.1338855 0.5654883
0.6370976 0.02247412 -0.2147029 0.0111582 0.5791737 0.3297921 0.1748004 0.6949747 0.1605225 0.6473855
0.5899796 0.07611376 -0.1042503 0.08122698 0.5793996 0.3035128 0.1624266 0.6105426 0.1376511 0.5645153
0.5169282 0.08656197 -0.07867783 0.07494992 0.5847384 0.2427026 0.117909 0.4858003 0.092525 0.5610999
0.5421318 0.06682013 -0.1306504 0.06759582 0.6547153 0.3275037 0.2201421 0.6487853 0.1193823 0.5970565
0.5176221 0.04284805 -0.1616951 0.07695283 0.5756118 0.3082308 0.1629768 0.6079294 0.114291 0.5990712
0.6025111 0.09801768 -0.1150464 0.04830132 0.6597043 0.3953562 0.1912295 0.6706491 0.1639204 0.6129275
0.6062891 0.1161737 -0.1089134 0.07567886 0.6079044 0.3080484 0.1572317 0.6033324 0.09917936 0.5216681
0.5844069 0.1140885 -0.08557858 0.06471693 0.5803865 0.3329439 0.1551849 0.6568408 0.1290462 0.5609281
0.6499354 0.1464479 0.5616019
0.6007192 0.1183293 0.6289031
0.6547136 0.1086821 0.611589
0.555585 0.09593858 0.6299612
0.5518365 0.1120749 0.5691311
0.5977449 0.1451396 0.634743
0.5267568 0.08106578 0.5835191
0.5422757 0.09655503 0.5784263
0.5335761 0.09691354 0.5421743
0.5996494 0.08731588 0.5893808
0.536406 0.1455658 0.6174425
0.5882195 0.1024836 0.574157
0.5863251 0.0005639136 0.5079548
0.6479679 0.07138172 0.5279369
0.5798518 0.063571 0.5979238
0.512016 0.08287472 0.5716121
0.5021253 0.04393552 0.6098517
0.5399129 0.04973852 0.5190997
0.577445 0.09715335 0.5609885
0.5809065 0.1134736 0.6468047
0.6593967 0.08667813 0.6253824
0.5425551 0.08672536 0.6487459
0.6273306 0.0963867 0.5772806
0.6481996 0.1433801 0.6293544
0.6466505 0.1007761 0.5778686
0.5415507 0.07862077 0.567704
0.5445247 0.1323043 0.636358
0.6007177 0.1461667 0.5871321
0.6109346 0.128204 0.6503501
0.7254246 0.2212649 0.7198745
0.6672099 0.1919741 0.6081947
0.6569596 0.1122808 0.5496364
0.6502402 0.08926607 0.5602792
0.5625002 0.1131017 0.5637386
0.5365739 0.08353228 0.5488073
0.6091301 0.0961223 0.5844821
0.6802462 0.1420132 0.6758672
0.7013296 0.107513 0.5635004
0.6849965 0.1307206 0.5981971
0.6379706 0.1227284 0.5803144
0.6561507 0.1229178 0.6675041
0.6772479 0.09893785 0.6622248
0.6413248 0.06948945 0.5909613
0.6578693 0.1450398 0.7239238
0.7144693 0.1685517 0.6380313
0.8127561 0.1654756 0.6278724
0.6618164 0.1264142 0.6479047
0.6787765 0.1089775 0.6447156
0.5316174 0.09483729 0.5865323
0.6192539 0.09154842 0.5045449
0.6179001 0.1282096 0.7572381
0.6228984 0.08489327 0.5767474
0.5876999 0.08567594 0.5618191
0.6519933 0.09221637 0.5923419
0.6403412 0.08683193 0.5904001
0.686682 0.07485972 0.5966729
0.7299047 0.1327368 0.5809506
0.672126 0.1056282 0.6200982
0.5720617 0.06665526 0.5909475
0.6242178 0.07932682 0.6421369
0.5553462 0.08263796 0.6154015
0.6844203 0.07040809 0.6437568
0.5705283 0.1173535 0.5967914
0.5789487 0.1592893 0.6716852
0.663953 0.1091181 0.6393327
0.592144 0.1064866 0.5715942
0.5715128 0.08251989 0.4978826
0.5537305 0.03621824 0.5194301
0.6300148 0.1449146 0.583473
0.6073374 0.1007659 0.581895
0.6271399 0.1191688 0.6188592
0.675859 0.1571562 0.7369691
0.5884507 0.08270015 0.5446805
0.589967 0.0826473 0.6591201
0.6244515 0.1137835 0.6544807
0.5735758 0.09970973 0.6261169
0.6030368 0.09142476 0.6373781
0.5374809 0.114705 0.6237309
0.5658654 0.1095822 0.5862188
0.604092 0.1273042 0.6075765
0.7110735 0.1334673 0.5718634
0.7150072 0.09088954 0.5649086
0.6790954 0.1055314 0.5425711
0.5939721 0.1080089 0.5829154
0.6774934 0.07188432 0.6327999
0.7124031 0.09309081 0.6441704
0.7111787 0.1043739 0.5974098
0.7135303 0.1425253 0.519871
0.6239829 0.1399572 0.5625805
0.6371568 0.161998 0.6467938
0.6155477 0.1258668 0.5999261
0.6146422 0.1271748 0.6347047
0.6551969 0.06590459 0.6308388
0.5845551 0.1247099 0.6456574
0.6424986 0.07479518 0.5013023
0.6074632 0.1005221 0.6433391
0.6290549 0.1048359 0.5625339
0.6085016 0.07123833 0.5926782
0.6107667 0.06336117 0.6221216
0.6935162 0.09969684 0.680023
0.6879461 0.1126518 0.5837156
0.6734582 0.1258382 0.6741939
0.7324086 0.175714 0.7802955
0.7196673 0.1196485 0.6619592
0.6308061 0.119468 0.6475576
0.5739346 0.1119701 0.6732836
0.5755209 0.1515231 0.7350079
0.6147755 0.1474406 0.7312914
0.7092317 0.1260779 0.6745556
0.5811664 0.09845107 0.6265131
0.6221224 0.1518972 0.5827043
0.5356843 0.1266418 0.5726847
0.5925631 0.108786 0.5407722
