-0.1814719 -0.06338484 -0.1532693 0.02562361
-0.1585958 -0.09736448 -0.001355768 0.1448655
-0.1252683 -0.2402633 -0.09783979 0.1903032
-0.09672568 -0.2178861 -0.05986538 0.1445295
-0.2693675 -0.1334173 -0.07107184 0.05875813
-0.3635402 -0.2602927 -0.107294 0.1372174
-0.4315119 -0.2852102 -0.1719769 0.2480502
-0.4584074 -0.1536322 -0.1518367 0.1511889
-0.4281086 -0.2157972 -0.2759493 0.07652227
-0.4338598 -0.1964715 -0.3179656 0.1031158
-0.5056207 -0.2720507 -0.2664334 0.03458802
-0.2053205 -0.2219191 -0.3206462 -0.125961
-0.3967142 -0.298648 -0.3854263 -0.07275776
-0.5665885 -0.451324 -0.3952715 -0.01569338
-0.535266 -0.4961596 -0.4217795 0.09552672
-0.6340841 -0.4958297 -0.4145157 0.1676309
-0.7202264 -0.4636577 -0.4507758 0.1139664
-0.7156699 -0.5713161 -0.2701022 0.1234076
-0.5824226 -0.4439466 -0.1529137 0.1989012
-0.6176508 -0.3305666 -0.1392071 0.2869728
-0.7436146 -0.353192 -0.1633133 0.2368577
-0.7244892 -0.3696179 -0.217994 0.2271364
-0.6767402 -0.3205563 -0.2222483 0.1792457
-0.6324056 -0.3427165 -0.130831 0.1280089
0.007753311 -0.02256745 -0.03743733 -0.01187249
0.05412696 -0.03421084 -0.02471211 0.00630557
-0.008762142 -0.06008845 -0.03245189 -0.0203781
0.01207463 0.02993172 0.03192597 0.02372235
-0.005950407 -0.02825729 -0.02710739 0.02568037
-0.01795801 -0.09158412 -0.05620136 -0.07128107
-0.03201728 -0.007482231 0.03145895 0.04302817
0.009413814 -0.05948156 -0.04675836 -0.06383149
-0.07354279 0.01061892 0.02467118 -0.003676524
-0.04238076 -0.04279959 -0.03983765 0.01258097
-0.04630189 0.0187504
0.004734775 -0.01194832
-0.005552998 0.01188249
-0.00211961 0.03828503
-0.01452057 0.009444044
0.03897353 0.07301895
-0.07001532 -0.04292094
-0.06701945 -0.01424478
-0.009958729 0.03295318
0.009357742 0.0265124
0.05238095 0.03136772
-0.01654163 -0.01601381
-0.03557494 -0.0007104893
-0.06960967 -0.01632393
-0.0407154 -0.02767896
-0.01291639 -0.01036265
-0.01915793 -0.02219779
0.01493645 0.02823378
-0.0003262189 -0.001487976
0.05512532 0.003337628
0.01807959 0.01851017 -0.007495637 0.06288004
-0.03248354 0.08788703 0.05546251 -0.00808804
0.01205606 0.01542054 0.01527656 -0.01508148
0.03378663 -0.02952085 -0.02427728 -0.0003872205
0.05234118 -0.02664472 -0.07093234 -0.04220859
-0.04504848 -0.001215588 0.06563393 0.04529192
0.007689247 -0.01767042 0.05542314 0.04429302
0.01656779 -0.02525781 -0.07578905 -0.01245183
-0.06401335 -0.0193438 -0.01183033 0.005084987
0.01801216 0.0001239043 -0.007155323 -0.02373825
-0.01643224 0.01967438 0.04615841 -0.02083374
-0.04545255 0.07468742 0.08534455 0.02765972
-0.006862573 -0.02200102 0.007613403 0.02224341
-0.006611999 -0.05344941 -0.06223793 -0.05098917
0.02143804 0.05887153 0.02715872 -0.01873427
0.04309356 0.02547473 -0.005905468 -0.02356801
-0.0377349 -0.001351544 0.006670588 0.06936944
0.004789186 0.04123498 0.005834861 0.01704809
0.07296089 0.07795389 0.03355066 0.04346902
-0.03330932 -0.08771008 -0.04556522 -0.01690548
0.02142023 -0.03878603
0.01997108 0.02076534
0.04352412 0.02203856
0.02482011 -0.02359586
0.01866864 0.0228476
0.06590355 0.0115535
0.003419924 -0.03420617
-0.02070155 0.03389446
0.01989569 0.009011302
-0.03342706 -0.02542897
0.02514091 -0.01293703
0.01288676 -0.01844419
0.02347381 0.07330609
-0.007738242 -0.002949302
0.009485727 0.01626947
0.01509909 0.06987165
0.08935546 0.007994861
-0.02038106 -0.01526982
0.002131067 -0.02184667
-0.001765771 -0.01015725
0.05523561 -0.01325268
-0.05220748 -0.03822288
0.0114549 -0.0047014
0.06214424 0.01906292
0.007983924 0.03651373
0.05206076 0.01955047
-0.02624147 -0.04246004
-0.03786451 0.01935491
-0.06899826 -0.06236268
0.08443716 0.06894245
0.02845627 0.05848333
-0.05068787 -0.05525742
-0.0395699 0.01463269
-0.03595525 0.003894086
0.001614279 -0.01559999
0.03311862 -0.03288162
0.03291455 0.01368672
0.01264808 0.002705792
-0.02783167 -0.06038256
0.005362675 0.0129356
0.03034506 0.009155698
0.003733401 0.03311092
0.03028127 -0.01565153
0.03349131 -0.03835951
-0.03334883 -0.01266593
-0.05959121 0.007890776
-0.03157598 0.01244504
0.03135524 0.00438785
